label,class_name,total_groups,train_groups,val_groups,train_samples,val_samples,validation_status,segment,correct,recall,actual_training_exposures_to_selected_epoch
91,0091,168,151,17,151,17,covered_noisy_labels,head,6,0.3529411852359772,1208
92,0092,179,161,18,161,18,covered_noisy_labels,head,16,0.8888888955116272,1288
93,0093,176,158,18,160,18,covered_noisy_labels,head,13,0.7222222089767456,1280
94,0094,222,200,22,200,22,covered_noisy_labels,head,18,0.8181818127632141,1600
95,0095,247,222,25,223,25,covered_noisy_labels,head,21,0.8399999737739563,1784
96,0096,199,179,20,179,20,covered_noisy_labels,head,19,0.949999988079071,1432
97,0097,151,136,15,136,15,covered_noisy_labels,head,11,0.7333333492279053,1088
98,0098,167,150,17,150,17,covered_noisy_labels,head,16,0.9411764740943909,1200
99,0099,200,180,20,180,20,covered_noisy_labels,head,16,0.800000011920929,1440
100,0100,191,172,19,172,19,covered_noisy_labels,head,16,0.8421052694320679,1376
101,0101,187,168,19,168,19,covered_noisy_labels,head,11,0.5789473652839661,1344
102,0102,167,150,17,150,17,covered_noisy_labels,head,15,0.8823529481887817,1200
103,0103,232,209,23,209,23,covered_noisy_labels,head,20,0.8695651888847351,1672
104,0104,176,158,18,158,18,covered_noisy_labels,head,14,0.7777777910232544,1264
105,0105,240,216,24,216,24,covered_noisy_labels,head,20,0.8333333134651184,1728
106,0106,240,216,24,216,24,covered_noisy_labels,head,13,0.5416666865348816,1728
107,0107,194,175,19,175,20,covered_noisy_labels,head,15,0.75,1400
